Customer_ID,Actual_Churn,Churn_Probability,Risk_Score,Risk_Level,Retention_Priority,Recommended_Action
CUST119753,1,0.24532415,24.53,Low,Normal,Normal service and loyalty strategy
CUST110623,0,0.24486081,24.49,Low,Normal,Normal service and loyalty strategy
CUST141622,0,0.24440241,24.44,Low,Normal,Normal service and loyalty strategy
CUST120323,0,0.24375613,24.38,Low,Normal,Normal service and loyalty strategy
CUST143864,0,0.24339227,24.34,Low,Normal,Normal service and loyalty strategy
CUST127093,1,0.24300724,24.3,Low,Normal,Normal service and loyalty strategy
CUST103481,1,0.24251042,24.25,Low,Normal,Normal service and loyalty strategy
CUST113602,1,0.2423113,24.23,Low,Normal,Normal service and loyalty strategy
CUST146996,0,0.2422241,24.22,Low,Normal,Normal service and loyalty strategy
CUST106524,0,0.242153,24.22,Low,Normal,Normal service and loyalty strategy
CUST121163,0,0.24207737,24.21,Low,Normal,Normal service and loyalty strategy
CUST145048,0,0.24201024,24.2,Low,Normal,Normal service and loyalty strategy
CUST146380,0,0.24193124,24.19,Low,Normal,Normal service and loyalty strategy
CUST101997,0,0.24178907,24.18,Low,Normal,Normal service and loyalty strategy
CUST123705,0,0.24162288,24.16,Low,Normal,Normal service and loyalty strategy
CUST109217,0,0.24144532,24.14,Low,Normal,Normal service and loyalty strategy
CUST136727,0,0.24135889,24.14,Low,Normal,Normal service and loyalty strategy
CUST126801,0,0.24143536,24.14,Low,Normal,Normal service and loyalty strategy
CUST100031,0,0.24117798,24.12,Low,Normal,Normal service and loyalty strategy
CUST121001,0,0.24102353,24.1,Low,Normal,Normal service and loyalty strategy
CUST120313,1,0.2409329,24.09,Low,Normal,Normal service and loyalty strategy
CUST136235,0,0.2407877,24.08,Low,Normal,Normal service and loyalty strategy
CUST145473,1,0.24061453,24.06,Low,Normal,Normal service and loyalty strategy
CUST147972,0,0.24048585,24.05,Low,Normal,Normal service and loyalty strategy
CUST132168,0,0.24052162,24.05,Low,Normal,Normal service and loyalty strategy
CUST118478,0,0.24045852,24.05,Low,Normal,Normal service and loyalty strategy
CUST125770,0,0.24038203,24.04,Low,Normal,Normal service and loyalty strategy
CUST136863,0,0.24032919,24.03,Low,Normal,Normal service and loyalty strategy
CUST124307,0,0.23977661,23.98,Low,Normal,Normal service and loyalty strategy
CUST128412,1,0.23951778,23.95,Low,Normal,Normal service and loyalty strategy
CUST112579,1,0.23952685,23.95,Low,Normal,Normal service and loyalty strategy
CUST106979,0,0.23934138,23.93,Low,Normal,Normal service and loyalty strategy
CUST117571,1,0.23850347,23.85,Low,Normal,Normal service and loyalty strategy
CUST115122,1,0.23811004,23.81,Low,Normal,Normal service and loyalty strategy
CUST122663,0,0.23801556,23.8,Low,Normal,Normal service and loyalty strategy
CUST130994,0,0.23772667,23.77,Low,Normal,Normal service and loyalty strategy
CUST129382,0,0.23761867,23.76,Low,Normal,Normal service and loyalty strategy
CUST103612,0,0.2375271,23.75,Low,Normal,Normal service and loyalty strategy
CUST143682,0,0.23742768,23.74,Low,Normal,Normal service and loyalty strategy
CUST142163,0,0.23736332,23.74,Low,Normal,Normal service and loyalty strategy
CUST142570,0,0.23715852,23.72,Low,Normal,Normal service and loyalty strategy
CUST145353,0,0.23723525,23.72,Low,Normal,Normal service and loyalty strategy
CUST139607,0,0.23705761,23.71,Low,Normal,Normal service and loyalty strategy
CUST106895,1,0.23694871,23.69,Low,Normal,Normal service and loyalty strategy
CUST135522,1,0.23656105,23.66,Low,Normal,Normal service and loyalty strategy
CUST111722,0,0.23620695,23.62,Low,Normal,Normal service and loyalty strategy
CUST115281,0,0.23571979,23.57,Low,Normal,Normal service and loyalty strategy
CUST129668,1,0.23562354,23.56,Low,Normal,Normal service and loyalty strategy
CUST102987,0,0.23552497,23.55,Low,Normal,Normal service and loyalty strategy
CUST130012,1,0.23485933,23.49,Low,Normal,Normal service and loyalty strategy
CUST142273,0,0.23475428,23.48,Low,Normal,Normal service and loyalty strategy
CUST106797,0,0.23441814,23.44,Low,Normal,Normal service and loyalty strategy
CUST140584,0,0.23405378,23.41,Low,Normal,Normal service and loyalty strategy
CUST139030,0,0.23414631,23.41,Low,Normal,Normal service and loyalty strategy
CUST127246,0,0.2339726,23.4,Low,Normal,Normal service and loyalty strategy
CUST143088,0,0.23379454,23.38,Low,Normal,Normal service and loyalty strategy
CUST131160,0,0.23367487,23.37,Low,Normal,Normal service and loyalty strategy
CUST135335,0,0.23307982,23.31,Low,Normal,Normal service and loyalty strategy
CUST110845,0,0.23269422,23.27,Low,Normal,Normal service and loyalty strategy
CUST105070,0,0.23270406,23.27,Low,Normal,Normal service and loyalty strategy
CUST110871,0,0.23220508,23.22,Low,Normal,Normal service and loyalty strategy
CUST127483,0,0.23150966,23.15,Low,Normal,Normal service and loyalty strategy
CUST116192,0,0.23132263,23.13,Low,Normal,Normal service and loyalty strategy
CUST145201,0,0.23115256,23.12,Low,Normal,Normal service and loyalty strategy
CUST115885,1,0.23107931,23.11,Low,Normal,Normal service and loyalty strategy
CUST114955,1,0.23060061,23.06,Low,Normal,Normal service and loyalty strategy
CUST102708,0,0.23052816,23.05,Low,Normal,Normal service and loyalty strategy
CUST121945,0,0.23044127,23.04,Low,Normal,Normal service and loyalty strategy
CUST119238,1,0.23014541,23.01,Low,Normal,Normal service and loyalty strategy
CUST108255,0,0.2299231,22.99,Low,Normal,Normal service and loyalty strategy
CUST103444,0,0.22977218,22.98,Low,Normal,Normal service and loyalty strategy
CUST122853,0,0.22960727,22.96,Low,Normal,Normal service and loyalty strategy
CUST101826,0,0.22955376,22.96,Low,Normal,Normal service and loyalty strategy
CUST102405,0,0.22953005,22.95,Low,Normal,Normal service and loyalty strategy
CUST137417,1,0.22935897,22.94,Low,Normal,Normal service and loyalty strategy
CUST117713,0,0.2294041,22.94,Low,Normal,Normal service and loyalty strategy
CUST127857,0,0.22878857,22.88,Low,Normal,Normal service and loyalty strategy
CUST146158,0,0.22848502,22.85,Low,Normal,Normal service and loyalty strategy
CUST121496,0,0.2277446,22.77,Low,Normal,Normal service and loyalty strategy
CUST134618,0,0.22732684,22.73,Low,Normal,Normal service and loyalty strategy
CUST119159,0,0.22706865,22.71,Low,Normal,Normal service and loyalty strategy
CUST132353,0,0.22713923,22.71,Low,Normal,Normal service and loyalty strategy
CUST105428,1,0.22682369,22.68,Low,Normal,Normal service and loyalty strategy
CUST119161,0,0.22664998,22.66,Low,Normal,Normal service and loyalty strategy
CUST139779,0,0.22605088,22.61,Low,Normal,Normal service and loyalty strategy
CUST134857,0,0.22590753,22.59,Low,Normal,Normal service and loyalty strategy
CUST123601,0,0.2258664,22.59,Low,Normal,Normal service and loyalty strategy
CUST123737,0,0.22538827,22.54,Low,Normal,Normal service and loyalty strategy
CUST104383,0,0.22490081,22.49,Low,Normal,Normal service and loyalty strategy
CUST141324,0,0.22480716,22.48,Low,Normal,Normal service and loyalty strategy
CUST123984,0,0.22473985,22.47,Low,Normal,Normal service and loyalty strategy
CUST144565,0,0.22420506,22.42,Low,Normal,Normal service and loyalty strategy
CUST131418,0,0.22400138,22.4,Low,Normal,Normal service and loyalty strategy
CUST127411,1,0.2238015,22.38,Low,Normal,Normal service and loyalty strategy
CUST147572,0,0.22330667,22.33,Low,Normal,Normal service and loyalty strategy
CUST122655,0,0.22318365,22.32,Low,Normal,Normal service and loyalty strategy
CUST115758,0,0.2229088,22.29,Low,Normal,Normal service and loyalty strategy
CUST109498,0,0.22268446,22.27,Low,Normal,Normal service and loyalty strategy
CUST123790,0,0.22263904,22.26,Low,Normal,Normal service and loyalty strategy
CUST124025,0,0.22255573,22.26,Low,Normal,Normal service and loyalty strategy
CUST117362,0,0.22197261,22.2,Low,Normal,Normal service and loyalty strategy
CUST119025,0,0.22173744,22.17,Low,Normal,Normal service and loyalty strategy
CUST125263,0,0.22135423,22.14,Low,Normal,Normal service and loyalty strategy
CUST139224,0,0.22106656,22.11,Low,Normal,Normal service and loyalty strategy
CUST132683,0,0.22090827,22.09,Low,Normal,Normal service and loyalty strategy
CUST124696,0,0.22054219,22.05,Low,Normal,Normal service and loyalty strategy
CUST138111,0,0.2203187,22.03,Low,Normal,Normal service and loyalty strategy
CUST128777,1,0.22015883,22.02,Low,Normal,Normal service and loyalty strategy
CUST133441,0,0.2199264,21.99,Low,Normal,Normal service and loyalty strategy
CUST108732,0,0.21918955,21.92,Low,Normal,Normal service and loyalty strategy
CUST134002,0,0.21913627,21.91,Low,Normal,Normal service and loyalty strategy
CUST113202,0,0.21900313,21.9,Low,Normal,Normal service and loyalty strategy
CUST111560,0,0.21839714,21.84,Low,Normal,Normal service and loyalty strategy
CUST136769,0,0.21784008,21.78,Low,Normal,Normal service and loyalty strategy
CUST103530,0,0.21761858,21.76,Low,Normal,Normal service and loyalty strategy
CUST102061,0,0.21725157,21.73,Low,Normal,Normal service and loyalty strategy
CUST144176,0,0.21688704,21.69,Low,Normal,Normal service and loyalty strategy
CUST107718,0,0.21685843,21.69,Low,Normal,Normal service and loyalty strategy
CUST120962,0,0.21674812,21.67,Low,Normal,Normal service and loyalty strategy
CUST100504,0,0.21636166,21.64,Low,Normal,Normal service and loyalty strategy
CUST136949,1,0.2163926,21.64,Low,Normal,Normal service and loyalty strategy
CUST130227,0,0.21605232,21.61,Low,Normal,Normal service and loyalty strategy
CUST103397,0,0.21493469,21.49,Low,Normal,Normal service and loyalty strategy
CUST100736,0,0.21439296,21.44,Low,Normal,Normal service and loyalty strategy
CUST127452,1,0.21435314,21.44,Low,Normal,Normal service and loyalty strategy
CUST109773,0,0.21424136,21.42,Low,Normal,Normal service and loyalty strategy
CUST129239,1,0.2138366,21.38,Low,Normal,Normal service and loyalty strategy
CUST125268,0,0.21384704,21.38,Low,Normal,Normal service and loyalty strategy
CUST107361,0,0.21377042,21.38,Low,Normal,Normal service and loyalty strategy
CUST136690,0,0.21337885,21.34,Low,Normal,Normal service and loyalty strategy
CUST141582,0,0.21329696,21.33,Low,Normal,Normal service and loyalty strategy
CUST114185,0,0.21309203,21.31,Low,Normal,Normal service and loyalty strategy
CUST147814,0,0.21279462,21.28,Low,Normal,Normal service and loyalty strategy
CUST122431,0,0.21237038,21.24,Low,Normal,Normal service and loyalty strategy
CUST137435,0,0.21241508,21.24,Low,Normal,Normal service and loyalty strategy
CUST136492,0,0.21180104,21.18,Low,Normal,Normal service and loyalty strategy
CUST101413,0,0.21174529,21.17,Low,Normal,Normal service and loyalty strategy
CUST136451,0,0.21170723,21.17,Low,Normal,Normal service and loyalty strategy
CUST142426,0,0.21108994,21.11,Low,Normal,Normal service and loyalty strategy
CUST146401,0,0.2109373,21.09,Low,Normal,Normal service and loyalty strategy
CUST141961,0,0.21082401,21.08,Low,Normal,Normal service and loyalty strategy
CUST146320,0,0.21055308,21.06,Low,Normal,Normal service and loyalty strategy
CUST139966,0,0.21045266,21.05,Low,Normal,Normal service and loyalty strategy
CUST124374,0,0.21054618,21.05,Low,Normal,Normal service and loyalty strategy
CUST123539,0,0.21041703,21.04,Low,Normal,Normal service and loyalty strategy
CUST147273,0,0.21013924,21.01,Low,Normal,Normal service and loyalty strategy
CUST136702,0,0.21003892,21.0,Low,Normal,Normal service and loyalty strategy
CUST136453,0,0.2099573,21.0,Low,Normal,Normal service and loyalty strategy
CUST136383,0,0.20974375,20.97,Low,Normal,Normal service and loyalty strategy
CUST119351,1,0.20974839,20.97,Low,Normal,Normal service and loyalty strategy
CUST118854,0,0.20937371,20.94,Low,Normal,Normal service and loyalty strategy
CUST142967,0,0.20931603,20.93,Low,Normal,Normal service and loyalty strategy
CUST140757,0,0.20928492,20.93,Low,Normal,Normal service and loyalty strategy
CUST101490,0,0.20918052,20.92,Low,Normal,Normal service and loyalty strategy
CUST134304,0,0.20850997,20.85,Low,Normal,Normal service and loyalty strategy
CUST125641,0,0.20797674,20.8,Low,Normal,Normal service and loyalty strategy
CUST106986,0,0.20770207,20.77,Low,Normal,Normal service and loyalty strategy
CUST114561,0,0.20739494,20.74,Low,Normal,Normal service and loyalty strategy
CUST103140,0,0.20685814,20.69,Low,Normal,Normal service and loyalty strategy
CUST135653,0,0.20676412,20.68,Low,Normal,Normal service and loyalty strategy
CUST100365,0,0.2064845,20.65,Low,Normal,Normal service and loyalty strategy
CUST108836,0,0.20641315,20.64,Low,Normal,Normal service and loyalty strategy
CUST118638,0,0.20587954,20.59,Low,Normal,Normal service and loyalty strategy
CUST128106,0,0.20594425,20.59,Low,Normal,Normal service and loyalty strategy
CUST113417,0,0.20566314,20.57,Low,Normal,Normal service and loyalty strategy
CUST140658,0,0.20557116,20.56,Low,Normal,Normal service and loyalty strategy
CUST108262,1,0.2051818,20.52,Low,Normal,Normal service and loyalty strategy
CUST130699,0,0.20488411,20.49,Low,Normal,Normal service and loyalty strategy
CUST139260,0,0.20430584,20.43,Low,Normal,Normal service and loyalty strategy
CUST122067,0,0.20434546,20.43,Low,Normal,Normal service and loyalty strategy
CUST146333,0,0.204327,20.43,Low,Normal,Normal service and loyalty strategy
CUST109203,1,0.20405397,20.41,Low,Normal,Normal service and loyalty strategy
CUST128280,1,0.2039747,20.4,Low,Normal,Normal service and loyalty strategy
CUST123628,0,0.20396574,20.4,Low,Normal,Normal service and loyalty strategy
CUST105786,1,0.20357296,20.36,Low,Normal,Normal service and loyalty strategy
CUST104584,1,0.20344155,20.34,Low,Normal,Normal service and loyalty strategy
CUST120116,1,0.20309913,20.31,Low,Normal,Normal service and loyalty strategy
CUST142891,0,0.2031399,20.31,Low,Normal,Normal service and loyalty strategy
CUST138749,1,0.20280474,20.28,Low,Normal,Normal service and loyalty strategy
CUST121296,0,0.20235449,20.24,Low,Normal,Normal service and loyalty strategy
CUST120209,0,0.20234166,20.23,Low,Normal,Normal service and loyalty strategy
CUST114132,0,0.20190592,20.19,Low,Normal,Normal service and loyalty strategy
CUST128793,0,0.20145792,20.15,Low,Normal,Normal service and loyalty strategy
CUST111597,0,0.20139714,20.14,Low,Normal,Normal service and loyalty strategy
CUST125254,1,0.2012542,20.13,Low,Normal,Normal service and loyalty strategy
CUST116570,1,0.20103085,20.1,Low,Normal,Normal service and loyalty strategy
CUST142009,0,0.20077701,20.08,Low,Normal,Normal service and loyalty strategy
CUST129664,0,0.20076254,20.08,Low,Normal,Normal service and loyalty strategy
CUST125550,0,0.20057246,20.06,Low,Normal,Normal service and loyalty strategy
CUST143936,0,0.20047763,20.05,Low,Normal,Normal service and loyalty strategy
CUST107889,0,0.20041867,20.04,Low,Normal,Normal service and loyalty strategy
CUST116220,0,0.19956474,19.96,Low,Normal,Normal service and loyalty strategy
CUST115162,0,0.19947283,19.95,Low,Normal,Normal service and loyalty strategy
CUST129846,0,0.19920258,19.92,Low,Normal,Normal service and loyalty strategy
CUST110515,0,0.19883296,19.88,Low,Normal,Normal service and loyalty strategy
CUST115634,0,0.1987201,19.87,Low,Normal,Normal service and loyalty strategy
CUST147755,1,0.19828795,19.83,Low,Normal,Normal service and loyalty strategy
CUST132941,0,0.19823234,19.82,Low,Normal,Normal service and loyalty strategy
CUST141158,0,0.198189,19.82,Low,Normal,Normal service and loyalty strategy
CUST129663,0,0.19805498,19.81,Low,Normal,Normal service and loyalty strategy
CUST113675,0,0.19802578,19.8,Low,Normal,Normal service and loyalty strategy
CUST108860,0,0.19772811,19.77,Low,Normal,Normal service and loyalty strategy
CUST116757,0,0.19774821,19.77,Low,Normal,Normal service and loyalty strategy
CUST145217,1,0.19769388,19.77,Low,Normal,Normal service and loyalty strategy
CUST135274,0,0.19764549,19.76,Low,Normal,Normal service and loyalty strategy
CUST114687,0,0.19727671,19.73,Low,Normal,Normal service and loyalty strategy
CUST130376,0,0.1972781,19.73,Low,Normal,Normal service and loyalty strategy
CUST103215,0,0.19699222,19.7,Low,Normal,Normal service and loyalty strategy
CUST118422,0,0.19662227,19.66,Low,Normal,Normal service and loyalty strategy
CUST102474,0,0.1966155,19.66,Low,Normal,Normal service and loyalty strategy
CUST102474,0,0.1966155,19.66,Low,Normal,Normal service and loyalty strategy
CUST107533,0,0.19652772,19.65,Low,Normal,Normal service and loyalty strategy
CUST106281,0,0.196544,19.65,Low,Normal,Normal service and loyalty strategy
CUST131410,0,0.19652785,19.65,Low,Normal,Normal service and loyalty strategy
CUST142910,0,0.19581373,19.58,Low,Normal,Normal service and loyalty strategy
CUST137743,0,0.19524878,19.52,Low,Normal,Normal service and loyalty strategy
CUST110746,0,0.1947037,19.47,Low,Normal,Normal service and loyalty strategy
CUST146656,0,0.19451582,19.45,Low,Normal,Normal service and loyalty strategy
CUST142752,0,0.19453984,19.45,Low,Normal,Normal service and loyalty strategy
CUST136331,0,0.19427928,19.43,Low,Normal,Normal service and loyalty strategy
CUST114683,0,0.19400503,19.4,Low,Normal,Normal service and loyalty strategy
CUST116464,0,0.19348542,19.35,Low,Normal,Normal service and loyalty strategy
CUST132537,1,0.19345598,19.35,Low,Normal,Normal service and loyalty strategy
CUST143312,0,0.19339502,19.34,Low,Normal,Normal service and loyalty strategy
CUST142025,0,0.1933804,19.34,Low,Normal,Normal service and loyalty strategy
CUST134137,0,0.19332795,19.33,Low,Normal,Normal service and loyalty strategy
CUST135688,1,0.19288668,19.29,Low,Normal,Normal service and loyalty strategy
CUST137700,0,0.1928483,19.28,Low,Normal,Normal service and loyalty strategy
CUST109783,0,0.19269745,19.27,Low,Normal,Normal service and loyalty strategy
CUST143303,1,0.1926899,19.27,Low,Normal,Normal service and loyalty strategy
CUST147041,0,0.19251001,19.25,Low,Normal,Normal service and loyalty strategy
CUST124750,1,0.1922841,19.23,Low,Normal,Normal service and loyalty strategy
CUST100263,0,0.19206917,19.21,Low,Normal,Normal service and loyalty strategy
CUST146071,0,0.19190611,19.19,Low,Normal,Normal service and loyalty strategy
CUST129902,0,0.19171089,19.17,Low,Normal,Normal service and loyalty strategy
CUST123831,1,0.19149159,19.15,Low,Normal,Normal service and loyalty strategy
CUST104056,0,0.19091061,19.09,Low,Normal,Normal service and loyalty strategy
CUST110048,0,0.19089654,19.09,Low,Normal,Normal service and loyalty strategy
CUST134094,0,0.19068772,19.07,Low,Normal,Normal service and loyalty strategy
CUST103302,1,0.19064371,19.06,Low,Normal,Normal service and loyalty strategy
CUST146849,0,0.19045289,19.05,Low,Normal,Normal service and loyalty strategy
CUST128631,0,0.19026358,19.03,Low,Normal,Normal service and loyalty strategy
CUST122165,0,0.18997619,19.0,Low,Normal,Normal service and loyalty strategy
CUST123448,0,0.18991853,18.99,Low,Normal,Normal service and loyalty strategy
CUST140565,0,0.18958186,18.96,Low,Normal,Normal service and loyalty strategy
CUST144282,0,0.18959147,18.96,Low,Normal,Normal service and loyalty strategy
CUST107157,0,0.18958607,18.96,Low,Normal,Normal service and loyalty strategy
CUST112123,0,0.18923552,18.92,Low,Normal,Normal service and loyalty strategy
CUST127936,0,0.18910445,18.91,Low,Normal,Normal service and loyalty strategy
CUST122111,0,0.18879072,18.88,Low,Normal,Normal service and loyalty strategy
CUST147187,0,0.18837494,18.84,Low,Normal,Normal service and loyalty strategy
CUST116146,0,0.18829784,18.83,Low,Normal,Normal service and loyalty strategy
CUST114931,1,0.18824053,18.82,Low,Normal,Normal service and loyalty strategy
CUST109775,0,0.18811901,18.81,Low,Normal,Normal service and loyalty strategy
CUST128661,0,0.1878265,18.78,Low,Normal,Normal service and loyalty strategy
CUST134139,0,0.18775553,18.78,Low,Normal,Normal service and loyalty strategy
CUST135456,0,0.1877403,18.77,Low,Normal,Normal service and loyalty strategy
CUST125563,0,0.18758214,18.76,Low,Normal,Normal service and loyalty strategy
CUST105513,0,0.18744175,18.74,Low,Normal,Normal service and loyalty strategy
CUST131845,0,0.18722767,18.72,Low,Normal,Normal service and loyalty strategy
CUST133385,0,0.1870314,18.7,Low,Normal,Normal service and loyalty strategy
CUST136420,0,0.18701454,18.7,Low,Normal,Normal service and loyalty strategy
CUST118738,0,0.18667692,18.67,Low,Normal,Normal service and loyalty strategy
CUST100706,0,0.18626815,18.63,Low,Normal,Normal service and loyalty strategy
CUST122013,0,0.18618612,18.62,Low,Normal,Normal service and loyalty strategy
CUST107479,0,0.18623717,18.62,Low,Normal,Normal service and loyalty strategy
CUST136049,0,0.18612725,18.61,Low,Normal,Normal service and loyalty strategy
CUST141915,0,0.18602516,18.6,Low,Normal,Normal service and loyalty strategy
CUST134207,0,0.18590385,18.59,Low,Normal,Normal service and loyalty strategy
CUST133186,0,0.1859068,18.59,Low,Normal,Normal service and loyalty strategy
CUST126966,0,0.18571444,18.57,Low,Normal,Normal service and loyalty strategy
CUST118911,0,0.18567666,18.57,Low,Normal,Normal service and loyalty strategy
CUST108256,1,0.18555936,18.56,Low,Normal,Normal service and loyalty strategy
CUST115329,1,0.18547793,18.55,Low,Normal,Normal service and loyalty strategy
CUST104420,1,0.18497035,18.5,Low,Normal,Normal service and loyalty strategy
CUST136603,0,0.1846249,18.46,Low,Normal,Normal service and loyalty strategy
CUST102812,0,0.18394156,18.39,Low,Normal,Normal service and loyalty strategy
CUST123419,0,0.18367092,18.37,Low,Normal,Normal service and loyalty strategy
CUST142755,0,0.18336883,18.34,Low,Normal,Normal service and loyalty strategy
CUST112805,0,0.18322995,18.32,Low,Normal,Normal service and loyalty strategy
CUST111952,0,0.18288425,18.29,Low,Normal,Normal service and loyalty strategy
CUST126729,0,0.182842,18.28,Low,Normal,Normal service and loyalty strategy
CUST127145,0,0.18260837,18.26,Low,Normal,Normal service and loyalty strategy
CUST124439,0,0.18227787,18.23,Low,Normal,Normal service and loyalty strategy
CUST116481,0,0.18206578,18.21,Low,Normal,Normal service and loyalty strategy
CUST139863,0,0.18198293,18.2,Low,Normal,Normal service and loyalty strategy
CUST105365,0,0.18147376,18.15,Low,Normal,Normal service and loyalty strategy
CUST137414,1,0.1811853,18.12,Low,Normal,Normal service and loyalty strategy
CUST138254,0,0.18087354,18.09,Low,Normal,Normal service and loyalty strategy
CUST122556,0,0.18081038,18.08,Low,Normal,Normal service and loyalty strategy
CUST135378,0,0.18062678,18.06,Low,Normal,Normal service and loyalty strategy
CUST123671,0,0.18036827,18.04,Low,Normal,Normal service and loyalty strategy
CUST114542,0,0.18019816,18.02,Low,Normal,Normal service and loyalty strategy
CUST110996,0,0.17991556,17.99,Low,Normal,Normal service and loyalty strategy
CUST104117,0,0.17979798,17.98,Low,Normal,Normal service and loyalty strategy
CUST135555,0,0.17937216,17.94,Low,Normal,Normal service and loyalty strategy
CUST105155,0,0.17942418,17.94,Low,Normal,Normal service and loyalty strategy
CUST115271,0,0.17926204,17.93,Low,Normal,Normal service and loyalty strategy
CUST114346,0,0.17908332,17.91,Low,Normal,Normal service and loyalty strategy
CUST120072,0,0.17906666,17.91,Low,Normal,Normal service and loyalty strategy
CUST116003,0,0.17850485,17.85,Low,Normal,Normal service and loyalty strategy
CUST144724,0,0.17800342,17.8,Low,Normal,Normal service and loyalty strategy
CUST129543,1,0.17784797,17.78,Low,Normal,Normal service and loyalty strategy
CUST111032,0,0.1774483,17.74,Low,Normal,Normal service and loyalty strategy
CUST143306,0,0.17733762,17.73,Low,Normal,Normal service and loyalty strategy
CUST104008,0,0.17726776,17.73,Low,Normal,Normal service and loyalty strategy
CUST127890,1,0.17724726,17.72,Low,Normal,Normal service and loyalty strategy
CUST141120,0,0.17671442,17.67,Low,Normal,Normal service and loyalty strategy
CUST136416,0,0.17645244,17.65,Low,Normal,Normal service and loyalty strategy
CUST109780,0,0.17588364,17.59,Low,Normal,Normal service and loyalty strategy
CUST119104,0,0.17584075,17.58,Low,Normal,Normal service and loyalty strategy
CUST128754,0,0.17545693,17.55,Low,Normal,Normal service and loyalty strategy
CUST123108,0,0.17536816,17.54,Low,Normal,Normal service and loyalty strategy
CUST107346,0,0.17509513,17.51,Low,Normal,Normal service and loyalty strategy
CUST147199,0,0.17505887,17.51,Low,Normal,Normal service and loyalty strategy
CUST113061,0,0.17504898,17.5,Low,Normal,Normal service and loyalty strategy
CUST101023,0,0.17483987,17.48,Low,Normal,Normal service and loyalty strategy
CUST128297,0,0.17423457,17.42,Low,Normal,Normal service and loyalty strategy
CUST133707,0,0.17387885,17.39,Low,Normal,Normal service and loyalty strategy
CUST132587,0,0.17358443,17.36,Low,Normal,Normal service and loyalty strategy
CUST118768,1,0.17336969,17.34,Low,Normal,Normal service and loyalty strategy
CUST147386,0,0.1733581,17.34,Low,Normal,Normal service and loyalty strategy
CUST115315,0,0.17339261,17.34,Low,Normal,Normal service and loyalty strategy
CUST125532,0,0.17342561,17.34,Low,Normal,Normal service and loyalty strategy
CUST108887,0,0.1733721,17.34,Low,Normal,Normal service and loyalty strategy
CUST134576,0,0.17282097,17.28,Low,Normal,Normal service and loyalty strategy
CUST101543,1,0.1723912,17.24,Low,Normal,Normal service and loyalty strategy
CUST107335,1,0.17242193,17.24,Low,Normal,Normal service and loyalty strategy
CUST134378,0,0.17231406,17.23,Low,Normal,Normal service and loyalty strategy
CUST115917,0,0.17225166,17.23,Low,Normal,Normal service and loyalty strategy
CUST129768,0,0.17195427,17.2,Low,Normal,Normal service and loyalty strategy
CUST115277,0,0.17200384,17.2,Low,Normal,Normal service and loyalty strategy
CUST145301,0,0.17189689,17.19,Low,Normal,Normal service and loyalty strategy
CUST121019,0,0.17187092,17.19,Low,Normal,Normal service and loyalty strategy
CUST118172,0,0.1716254,17.16,Low,Normal,Normal service and loyalty strategy
CUST114424,0,0.17092994,17.09,Low,Normal,Normal service and loyalty strategy
CUST143639,0,0.17088827,17.09,Low,Normal,Normal service and loyalty strategy
CUST125117,0,0.17085017,17.09,Low,Normal,Normal service and loyalty strategy
CUST132004,0,0.17052622,17.05,Low,Normal,Normal service and loyalty strategy
CUST121312,0,0.17012516,17.01,Low,Normal,Normal service and loyalty strategy
CUST133100,0,0.16989839,16.99,Low,Normal,Normal service and loyalty strategy
CUST106563,1,0.16888635,16.89,Low,Normal,Normal service and loyalty strategy
CUST126250,1,0.16811836,16.81,Low,Normal,Normal service and loyalty strategy
CUST140701,0,0.16814771,16.81,Low,Normal,Normal service and loyalty strategy
CUST143669,0,0.16782527,16.78,Low,Normal,Normal service and loyalty strategy
CUST107719,0,0.16779889,16.78,Low,Normal,Normal service and loyalty strategy
CUST143840,0,0.16750006,16.75,Low,Normal,Normal service and loyalty strategy
CUST122218,0,0.16729584,16.73,Low,Normal,Normal service and loyalty strategy
CUST142125,0,0.16693272,16.69,Low,Normal,Normal service and loyalty strategy
CUST132111,0,0.1669303,16.69,Low,Normal,Normal service and loyalty strategy
CUST144271,0,0.16655113,16.66,Low,Normal,Normal service and loyalty strategy
CUST106347,0,0.16648538,16.65,Low,Normal,Normal service and loyalty strategy
CUST110935,0,0.16629872,16.63,Low,Normal,Normal service and loyalty strategy
CUST138406,0,0.16625191,16.63,Low,Normal,Normal service and loyalty strategy
CUST113430,0,0.1662778,16.63,Low,Normal,Normal service and loyalty strategy
CUST144944,0,0.1656469,16.56,Low,Normal,Normal service and loyalty strategy
CUST123842,0,0.16558503,16.56,Low,Normal,Normal service and loyalty strategy
CUST124398,0,0.16546698,16.55,Low,Normal,Normal service and loyalty strategy
CUST146159,0,0.16530283,16.53,Low,Normal,Normal service and loyalty strategy
CUST146395,0,0.16517137,16.52,Low,Normal,Normal service and loyalty strategy
CUST138010,0,0.1649516,16.5,Low,Normal,Normal service and loyalty strategy
CUST115468,1,0.16492108,16.49,Low,Normal,Normal service and loyalty strategy
CUST131037,0,0.16491681,16.49,Low,Normal,Normal service and loyalty strategy
CUST127518,0,0.1646889,16.47,Low,Normal,Normal service and loyalty strategy
CUST101228,0,0.164526,16.45,Low,Normal,Normal service and loyalty strategy
CUST117355,0,0.16436881,16.44,Low,Normal,Normal service and loyalty strategy
CUST100711,0,0.16440675,16.44,Low,Normal,Normal service and loyalty strategy
