Customer_ID,Age,Gender,Location,Tenure,Contract_Type,Subscription_Plan,Monthly_Charges,Total_Charges,Payment_Method,Internet_Service,Login_Frequency,Support_Tickets,Complaints,Avg_Session_Duration,Days_Since_Last_Login,Churn_Probability,Predicted_Churn,Risk_Level
CUST103981,44.0,Male,Bengaluru,65.0,Month-to-Month,Standard,777.82,52153.58,UPI,Fiber,18.0,1.0,0.0,57.5,39.0,0.11507969,0,Low
CUST143251,59.0,Female,Hyderabad,39.0,Month-to-Month,Premium,1123.97,39350.83,UPI,DSL,17.0,5.0,0.0,54.0,83.0,0.97347736,1,Critical
CUST117132,39.0,Female,Jaipur,17.0,One Year,Standard,909.49,17598.39,UPI,Fiber,7.0,1.0,0.0,69.5,60.0,0.89947057,1,Critical
CUST109896,63.0,Female,Bengaluru,8.0,One Year,Basic,478.5,3380.14,Debit Card,DSL,18.0,2.0,1.0,39.3,85.0,0.0223988,0,Low
CUST126947,72.0,Male,Pune,49.0,Month-to-Month,Basic,526.48,25292.66,Net Banking,Fiber,14.0,1.0,1.0,63.6,77.0,0.02311259,0,Low
CUST125691,45.0,Female,Delhi,69.0,Two Year,Standard,840.33,54730.34,Net Banking,Fiber,13.0,3.0,2.0,26.1,29.0,0.603886,1,High
CUST147280,67.0,Male,Bengaluru,23.0,Two Year,Standard,678.76,15625.19,Credit Card,Fiber,11.0,2.0,3.0,70.9,45.0,0.34529948,0,Medium
CUST105578,72.0,Female,Delhi,64.0,Month-to-Month,Basic,503.44,32564.76,,DSL,18.0,3.0,1.0,35.0,85.0,0.013566622,0,Low
CUST102170,74.0,Female,Jaipur,71.0,One Year,Standard,934.29,73751.12,Credit Card,Fiber,21.0,4.0,0.0,54.2,30.0,0.3157456,0,Medium
CUST108207,45.0,Male,Kochi,7.0,Two Year,Standard,765.36,5887.15,UPI,Cable,16.0,4.0,1.0,35.5,10.0,0.40297422,0,Medium
CUST141523,45.0,Male,Bengaluru,23.0,Month-to-Month,Premium,1288.89,32841.93,UPI,Fiber,17.0,6.0,0.0,75.9,61.0,0.9818855,1,Critical
CUST103042,34.0,Male,Bengaluru,30.0,One Year,Standard,778.8,19989.64,Auto Debit,Fiber,14.0,3.0,2.0,55.1,44.0,0.5890059,1,Medium
CUST125930,46.0,Male,Kochi,34.0,One Year,Basic,516.76,18724.33,,Cable,24.0,4.0,1.0,62.4,63.0,0.02884959,0,Low
CUST126809,45.0,Male,Pune,16.0,Month-to-Month,Premium,1157.97,21076.58,Auto Debit,Mobile Data,7.0,6.0,0.0,33.0,22.0,0.97267735,1,Critical
CUST100054,45.0,Male,Chennai,46.0,Month-to-Month,Standard,915.19,41611.7,Debit Card,Fiber,10.0,1.0,1.0,56.1,2.0,0.8377088,1,Critical
CUST120044,34.0,,Kochi,58.0,Month-to-Month,Standard,616.77,31911.78,Debit Card,Cable,15.0,1.0,1.0,15.3,32.0,0.029379023,0,Low
CUST122834,62.0,Female,Jaipur,54.0,Month-to-Month,Standard,822.23,49028.23,UPI,Cable,17.0,3.0,1.0,57.5,18.0,0.32320628,0,Medium
CUST101480,42.0,Female,Kochi,29.0,Month-to-Month,Basic,451.11,13805.36,Net Banking,DSL,1.0,2.0,2.0,38.0,85.0,0.03108984,0,Low
CUST110756,59.0,Male,Mumbai,9.0,One Year,Basic,589.58,5987.62,Net Banking,Mobile Data,,1.0,0.0,41.5,7.0,0.045853503,0,Low
CUST100688,52.0,Male,Hyderabad,67.0,Month-to-Month,Basic,456.13,33799.94,UPI,Fiber,12.0,5.0,1.0,32.3,29.0,0.02798151,0,Low
CUST115295,37.0,Female,Kochi,6.0,One Year,Basic,497.56,2757.58,UPI,Cable,19.0,1.0,2.0,42.9,21.0,0.017470594,0,Low
CUST115509,71.0,Female,Jaipur,48.0,Two Year,Basic,571.12,30887.4,Cash,DSL,16.0,0.0,0.0,49.9,35.0,0.019945476,0,Low
CUST112327,29.0,Female,Bengaluru,39.0,Month-to-Month,Basic,635.75,26757.64,Auto Debit,,14.0,3.0,0.0,31.1,75.0,0.059756268,0,Low
CUST141282,66.0,Female,Kolkata,59.0,,Standard,692.85,35149.31,UPI,DSL,21.0,5.0,0.0,17.7,33.0,0.050542183,0,Low
CUST136794,45.0,Male,Delhi,26.0,Month-to-Month,,1254.69,36579.57,Debit Card,,15.0,3.0,1.0,39.6,9.0,0.95655394,1,Critical
CUST137377,73.0,Female,Kolkata,17.0,Month-to-Month,Basic,506.16,7679.47,Net Banking,Cable,15.0,5.0,0.0,38.7,81.0,0.03142379,0,Low
CUST131202,34.0,Male,Mumbai,40.0,One Year,Basic,309.98,11353.16,UPI,Fiber,8.0,1.0,1.0,37.6,75.0,0.03572239,0,Low
CUST101561,34.0,Male,Delhi,15.0,Month-to-Month,Premium,1175.66,17978.77,Credit Card,Fiber,10.0,2.0,1.0,14.1,38.0,0.97906405,1,Critical
CUST127356,37.0,Male,Kolkata,24.0,One Year,Basic,492.16,10631.4,Auto Debit,Fiber,5.0,0.0,1.0,19.6,87.0,0.03328801,0,Low
CUST127873,45.0,Female,Kolkata,66.0,One Year,Basic,408.59,29300.5,Net Banking,DSL,8.0,0.0,0.0,33.0,35.0,0.043786462,0,Low
CUST147117,22.0,Male,Mumbai,2.0,Month-to-Month,Standard,873.67,1647.54,Net Banking,Cable,17.0,2.0,0.0,36.8,34.0,0.8658092,1,Critical
CUST129297,38.0,Male,Hyderabad,35.0,One Year,Basic,475.15,17125.74,UPI,Fiber,6.0,3.0,0.0,33.0,44.0,0.024564007,0,Low
CUST136355,62.0,Other,Ahmedabad,62.0,Month-to-Month,Premium,1159.19,67876.76,Auto Debit,Fiber,16.0,1.0,0.0,73.3,42.0,0.955539,1,Critical
CUST105761,25.0,Male,Jaipur,35.0,Month-to-Month,Basic,594.99,20380.94,Auto Debit,Cable,3.0,1.0,0.0,32.6,82.0,0.15023994,0,Low
CUST122375,38.0,Male,Kochi,57.0,Month-to-Month,Basic,596.2,34726.49,UPI,DSL,17.0,2.0,0.0,44.2,54.0,0.028651893,0,Low
CUST140510,18.0,Female,Ahmedabad,6.0,Month-to-Month,Basic,596.67,3345.16,Net Banking,Cable,11.0,3.0,0.0,38.8,40.0,0.07229756,0,Low
CUST121504,33.0,Male,Bengaluru,44.0,Month-to-Month,Basic,375.91,16061.32,Debit Card,DSL,9.0,3.0,1.0,32.4,34.0,0.032069452,0,Low
CUST126656,32.0,Male,Ahmedabad,52.0,Month-to-Month,Basic,405.24,23865.96,Debit Card,Fiber,21.0,2.0,1.0,50.4,3.0,0.04104342,0,Low
CUST103727,24.0,Female,Chennai,34.0,Month-to-Month,Standard,869.32,25496.4,Credit Card,DSL,9.0,1.0,0.0,27.9,34.0,0.7428277,1,High
CUST118780,18.0,Male,,37.0,One Year,Premium,1197.59,42435.51,Credit Card,Cable,9.0,3.0,0.0,25.0,30.0,0.9643336,1,Critical
CUST105459,48.0,Male,Jaipur,34.0,Month-to-Month,Premium,1170.75,38237.76,Net Banking,Mobile Data,11.0,3.0,2.0,46.2,62.0,0.974857,1,Critical
CUST128153,75.0,Female,,43.0,Month-to-Month,Basic,531.03,22178.69,Debit Card,Fiber,21.0,2.0,2.0,47.5,31.0,0.017441195,0,Low
CUST129459,20.0,Male,Jaipur,39.0,Month-to-Month,Basic,339.34,13017.24,UPI,,12.0,2.0,1.0,49.6,74.0,0.02005748,0,Low
CUST126883,30.0,Female,Pune,9.0,Month-to-Month,Basic,431.78,4226.4,Debit Card,DSL,10.0,1.0,0.0,32.4,22.0,0.05296523,0,Low
CUST128438,60.0,Male,Jaipur,9.0,Month-to-Month,Standard,944.44,7367.8,Credit Card,DSL,,4.0,1.0,61.8,42.0,0.9593671,1,Critical
CUST129663,62.0,Male,Chennai,11.0,One Year,Basic,734.37,9192.93,Debit Card,Fiber,,2.0,0.0,36.3,10.0,0.19805498,0,Low
CUST113884,46.0,Male,Hyderabad,55.0,Two Year,Premium,1020.86,57442.75,Credit Card,Cable,9.0,3.0,1.0,60.8,87.0,0.9764321,1,Critical
CUST142057,30.0,Female,Bengaluru,25.0,Two Year,Standard,706.89,18466.11,Auto Debit,Fiber,11.0,5.0,0.0,72.8,18.0,0.30235934,0,Medium
CUST106967,70.0,Male,Ahmedabad,61.0,Month-to-Month,Basic,510.53,29113.22,Auto Debit,Fiber,10.0,3.0,1.0,44.7,84.0,0.022316836,0,Low
CUST101187,26.0,Male,Mumbai,47.0,One Year,Basic,458.59,22485.38,Auto Debit,Fiber,12.0,2.0,1.0,33.7,31.0,0.020806564,0,Low
CUST105313,30.0,Male,Kolkata,52.0,Month-to-Month,Standard,744.27,36382.59,Net Banking,Cable,14.0,3.0,2.0,33.7,47.0,0.40322042,0,Medium
CUST134613,73.0,Female,Pune,47.0,One Year,Basic,578.17,25349.97,Debit Card,Fiber,21.0,3.0,0.0,35.3,40.0,0.015994979,0,Low
CUST106558,36.0,Male,Ahmedabad,64.0,Month-to-Month,Standard,695.28,40386.05,UPI,Fiber,15.0,3.0,0.0,25.7,67.0,0.078059345,0,Low
CUST126858,28.0,Female,Pune,48.0,Two Year,Basic,574.55,31280.06,Debit Card,Fiber,18.0,3.0,0.0,27.6,16.0,0.013422426,0,Low
CUST134673,28.0,Male,Pune,34.0,Month-to-Month,Basic,513.46,16505.61,Auto Debit,Mobile Data,4.0,2.0,1.0,40.7,64.0,0.03305601,0,Low
CUST104150,40.0,Female,Chennai,58.0,One Year,Premium,1398.44,87587.29,Credit Card,Cable,15.0,4.0,0.0,33.6,24.0,0.95779204,1,Critical
CUST122199,71.0,Female,Chennai,23.0,Month-to-Month,Basic,401.94,8828.26,Credit Card,Cable,7.0,2.0,0.0,35.1,47.0,0.01530639,0,Low
CUST110810,50.0,Male,Bengaluru,26.0,Month-to-Month,Standard,885.54,26092.87,Auto Debit,Cable,8.0,1.0,0.0,35.0,50.0,0.85862523,1,Critical
CUST147426,53.0,Female,Ahmedabad,51.0,One Year,Standard,693.79,30556.62,Net Banking,Fiber,7.0,3.0,,40.7,90.0,0.33622143,0,Medium
CUST107853,32.0,Female,Jaipur,37.0,One Year,Premium,1344.88,54878.33,Net Banking,Fiber,14.0,6.0,0.0,62.6,73.0,0.9767661,1,Critical
CUST116147,39.0,Female,,67.0,Month-to-Month,Basic,386.29,24689.59,Auto Debit,DSL,12.0,3.0,0.0,26.3,25.0,0.04354139,0,Low
CUST110203,65.0,Male,Ahmedabad,56.0,Month-to-Month,Premium,1333.2,84917.86,Credit Card,Mobile Data,16.0,2.0,0.0,44.7,47.0,0.95899856,1,Critical
CUST142633,32.0,Female,Bengaluru,26.0,Month-to-Month,Basic,469.38,11201.05,UPI,Fiber,20.0,3.0,1.0,33.1,48.0,0.018765852,0,Low
CUST142164,60.0,Male,Hyderabad,41.0,Two Year,Standard,846.14,35320.72,Auto Debit,,12.0,2.0,0.0,44.3,40.0,0.5418879,1,Medium
CUST131160,44.0,Male,Ahmedabad,6.0,One Year,Basic,713.33,3967.45,Debit Card,Mobile Data,11.0,0.0,0.0,49.5,59.0,0.23367487,0,Low
CUST103992,61.0,Female,Kolkata,9.0,Month-to-Month,Standard,782.06,7077.19,Debit Card,Fiber,12.0,1.0,0.0,35.7,76.0,0.55082047,1,Medium
CUST121589,26.0,Female,Pune,54.0,Month-to-Month,Premium,1186.05,66527.32,UPI,DSL,9.0,4.0,0.0,32.0,79.0,0.97431344,1,Critical
CUST130525,30.0,Male,Pune,54.0,Two Year,Standard,868.97,42050.54,Net Banking,,5.0,1.0,0.0,40.2,29.0,0.6919437,1,High
CUST129283,24.0,Female,Hyderabad,7.0,Two Year,Basic,568.84,3387.35,Credit Card,Cable,3.0,2.0,0.0,32.5,37.0,0.08895851,0,Low
CUST106745,68.0,Male,Kochi,46.0,Month-to-Month,Basic,511.33,26031.72,UPI,DSL,18.0,0.0,0.0,44.7,39.0,0.013155708,0,Low
CUST104338,37.0,Female,Kochi,8.0,One Year,Premium,1231.66,10817.23,Net Banking,,18.0,2.0,1.0,38.7,40.0,0.9675889,1,Critical
CUST112349,63.0,Female,Delhi,49.0,One Year,Basic,581.5,31673.66,Auto Debit,,21.0,4.0,2.0,48.3,0.0,0.021490285,0,Low
CUST111630,48.0,Female,Chennai,46.0,Month-to-Month,Standard,685.75,35041.9,Net Banking,Mobile Data,11.0,3.0,1.0,35.3,22.0,0.15097712,0,Low
CUST137173,26.0,Male,Bengaluru,61.0,Month-to-Month,Basic,501.51,26635.42,UPI,Fiber,2.0,2.0,0.0,57.4,64.0,0.04742486,0,Low
CUST145780,37.0,Male,Delhi,48.0,Month-to-Month,Standard,828.61,36789.4,UPI,Cable,,3.0,1.0,23.5,36.0,0.72443014,1,High
CUST144476,26.0,Male,Mumbai,18.0,Month-to-Month,Basic,440.06,8449.66,Credit Card,DSL,17.0,2.0,1.0,8.6,,0.020416563,0,Low
CUST119711,48.0,Male,Kochi,44.0,Month-to-Month,Standard,840.3,39628.95,Auto Debit,,14.0,1.0,0.0,52.3,50.0,0.533062,1,Medium
CUST119465,64.0,Female,Chennai,43.0,Month-to-Month,Standard,833.14,33698.12,Net Banking,Mobile Data,11.0,3.0,1.0,19.7,41.0,0.79651284,1,High
CUST140134,45.0,Female,Ahmedabad,53.0,Month-to-Month,Standard,886.73,42736.08,Credit Card,DSL,4.0,0.0,1.0,31.5,88.0,0.94355875,1,Critical
CUST147345,26.0,Female,Hyderabad,53.0,Month-to-Month,Basic,375.32,17442.57,Credit Card,Cable,16.0,2.0,1.0,37.6,88.0,0.025667189,0,Low
CUST112217,20.0,Female,Bengaluru,9.0,Month-to-Month,Basic,410.38,3208.51,UPI,Mobile Data,14.0,3.0,0.0,53.1,48.0,0.0151335,0,Low
CUST131759,73.0,Female,Chennai,70.0,Two Year,Basic,481.64,38445.57,Credit Card,Cable,10.0,2.0,0.0,47.8,64.0,0.016971614,0,Low
CUST116827,54.0,Male,Chennai,4.0,Month-to-Month,Basic,526.42,2407.04,Auto Debit,DSL,16.0,3.0,1.0,,73.0,0.031350497,0,Low
CUST104141,60.0,Male,Mumbai,14.0,Month-to-Month,Basic,493.59,7418.78,UPI,Cable,14.0,1.0,2.0,,56.0,0.036465023,0,Low
CUST102541,34.0,Female,Jaipur,36.0,Month-to-Month,Standard,845.35,33280.33,Net Banking,DSL,13.0,3.0,1.0,66.1,65.0,0.78997314,1,High
CUST111731,51.0,Male,Chennai,19.0,Month-to-Month,Premium,1179.66,20532.12,Auto Debit,DSL,12.0,3.0,0.0,35.3,85.0,0.97212076,1,Critical
CUST100909,39.0,Male,Bengaluru,60.0,Month-to-Month,Basic,453.24,28322.73,Net Banking,DSL,15.0,1.0,0.0,27.2,30.0,0.056169268,0,Low
CUST125961,48.0,Male,Hyderabad,30.0,Month-to-Month,Standard,764.93,23550.74,Net Banking,Fiber,16.0,0.0,1.0,61.5,,0.2983376,0,Low
CUST112876,36.0,Male,Ahmedabad,30.0,One Year,Premium,1255.81,37442.96,UPI,DSL,11.0,3.0,1.0,52.6,10.0,0.96384037,1,Critical
CUST141161,42.0,Male,Pune,26.0,One Year,Basic,397.15,11118.97,UPI,Cable,11.0,2.0,0.0,33.6,33.0,0.020480322,0,Low
CUST116521,47.0,Female,Pune,42.0,Month-to-Month,Premium,1189.34,44948.69,Cash,DSL,9.0,2.0,0.0,36.8,48.0,0.95867646,1,Critical
CUST102061,69.0,Male,Pune,65.0,Month-to-Month,Standard,802.31,55650.21,Credit Card,DSL,10.0,0.0,0.0,60.7,21.0,0.21725157,0,Low
CUST115733,36.0,Female,Ahmedabad,25.0,One Year,Premium,1223.95,35158.84,Auto Debit,Mobile Data,16.0,4.0,1.0,33.2,45.0,0.95282525,1,Critical
CUST144536,32.0,Male,Kolkata,1.0,Two Year,Basic,441.08,468.1,Debit Card,DSL,0.0,1.0,0.0,48.5,12.0,0.047945444,0,Low
CUST135268,70.0,Male,Jaipur,48.0,One Year,Premium,1300.84,57980.79,UPI,Mobile Data,14.0,3.0,0.0,49.4,89.0,0.96956295,1,Critical
CUST132558,57.0,Male,Kochi,58.0,Two Year,Standard,844.8,49036.77,Credit Card,Fiber,10.0,0.0,2.0,50.9,72.0,0.62815154,1,High
CUST129651,39.0,Male,Kolkata,8.0,Month-to-Month,Basic,487.32,3867.46,Credit Card,Cable,0.0,2.0,0.0,56.5,39.0,0.050048403,0,Low
CUST135486,27.0,Female,Hyderabad,51.0,,Basic,427.01,22289.95,Debit Card,DSL,4.0,3.0,0.0,60.1,49.0,0.025862414,0,Low
CUST103823,49.0,Female,Ahmedabad,50.0,One Year,Basic,473.24,23100.33,Net Banking,Cable,9.0,0.0,1.0,21.5,64.0,0.030982457,0,Low
CUST104176,38.0,Male,Hyderabad,68.0,Two Year,Basic,778.57,51178.19,Credit Card,DSL,11.0,3.0,1.0,,80.0,0.39951417,0,Medium
CUST124170,69.0,Male,Jaipur,37.0,One Year,Premium,911.77,29958.48,UPI,Fiber,14.0,1.0,0.0,42.3,50.0,0.7853615,1,High
CUST125028,58.0,Female,Delhi,71.0,Month-to-Month,Standard,657.05,39815.11,Credit Card,DSL,14.0,3.0,1.0,82.5,43.0,0.029679077,0,Low
CUST117214,30.0,Male,Bengaluru,8.0,Month-to-Month,Basic,466.95,3613.29,Cash,Fiber,21.0,0.0,0.0,46.0,27.0,0.026375016,0,Low
CUST142623,18.0,Female,Ahmedabad,37.0,Month-to-Month,Standard,785.29,27610.19,UPI,DSL,3.0,1.0,0.0,46.9,67.0,0.6993355,1,High
CUST130020,43.0,Female,Jaipur,51.0,One Year,Basic,679.18,33727.04,Credit Card,Fiber,7.0,3.0,0.0,47.9,44.0,0.086280026,0,Low
CUST126729,48.0,Male,Kolkata,2.0,Two Year,Standard,708.39,1233.25,UPI,DSL,15.0,1.0,0.0,38.9,50.0,0.182842,0,Low
CUST136978,50.0,Female,Chennai,64.0,Month-to-Month,Basic,529.46,34115.95,UPI,,16.0,3.0,0.0,73.0,58.0,0.017560365,0,Low
CUST127027,36.0,Male,Bengaluru,59.0,Two Year,Premium,1280.56,74959.05,Auto Debit,DSL,4.0,3.0,0.0,39.6,66.0,0.9791006,1,Critical
CUST144544,30.0,Female,Delhi,53.0,Two Year,Premium,1262.44,59401.89,UPI,Fiber,4.0,2.0,0.0,33.4,5.0,0.9669796,1,Critical
CUST116447,24.0,Female,Delhi,11.0,Two Year,Basic,473.68,4783.69,Auto Debit,Mobile Data,9.0,3.0,0.0,41.9,46.0,0.020599049,0,Low
CUST101724,60.0,Female,Ahmedabad,9.0,Month-to-Month,Premium,1158.18,10459.88,Credit Card,Cable,8.0,3.0,0.0,55.0,53.0,0.9712931,1,Critical
CUST102332,67.0,Female,Hyderabad,55.0,Month-to-Month,Premium,1105.65,66122.61,Net Banking,Cable,6.0,4.0,0.0,13.6,81.0,0.96399975,1,Critical
CUST143971,32.0,Male,Bengaluru,51.0,Two Year,Standard,723.8,41634.93,Debit Card,DSL,12.0,5.0,0.0,36.0,90.0,0.3312023,0,Medium
CUST144791,61.0,Female,Delhi,25.0,Month-to-Month,Premium,1223.55,32815.75,UPI,Mobile Data,12.0,3.0,0.0,38.2,10.0,0.9585661,1,Critical
CUST108070,25.0,Female,Chennai,66.0,Month-to-Month,Standard,934.08,56368.17,Debit Card,Cable,5.0,5.0,0.0,24.5,25.0,0.8901132,1,Critical
CUST139351,53.0,Female,Hyderabad,24.0,Month-to-Month,Basic,525.75,12271.36,UPI,Cable,9.0,0.0,1.0,56.2,69.0,0.02925432,0,Low
CUST144242,51.0,Male,Bengaluru,71.0,Month-to-Month,Standard,739.94,57758.21,Credit Card,Mobile Data,15.0,1.0,0.0,45.3,9.0,0.09171533,0,Low
CUST115853,34.0,Male,Kochi,56.0,Month-to-Month,Standard,923.45,48673.87,UPI,Fiber,13.0,2.0,1.0,18.6,88.0,0.9561234,1,Critical
CUST120611,43.0,Male,Hyderabad,15.0,Month-to-Month,Premium,1228.31,17510.3,Debit Card,Fiber,8.0,1.0,0.0,38.5,34.0,0.9640115,1,Critical
CUST116570,24.0,Male,Chennai,24.0,Month-to-Month,Standard,668.08,13735.05,Auto Debit,Mobile Data,1.0,3.0,0.0,45.6,13.0,0.20103085,0,Low
CUST129519,21.0,Male,Kolkata,33.0,Two Year,,672.9,19825.74,UPI,Fiber,24.0,2.0,0.0,59.3,76.0,0.09934037,0,Low
CUST147108,42.0,Male,Hyderabad,8.0,Month-to-Month,Basic,441.97,3196.32,Credit Card,Cable,11.0,2.0,0.0,22.1,58.0,0.018726122,0,Low
CUST117704,26.0,Male,,55.0,Two Year,Standard,717.16,43778.67,Auto Debit,Mobile Data,15.0,2.0,2.0,57.1,56.0,0.27670905,0,Low
CUST107025,25.0,Male,Mumbai,38.0,Month-to-Month,Premium,1276.75,51716.41,Net Banking,Fiber,6.0,4.0,0.0,42.4,70.0,0.9658761,1,Critical
CUST147007,64.0,Female,Bengaluru,21.0,Month-to-Month,Basic,392.6,8195.74,UPI,,11.0,0.0,1.0,12.3,51.0,0.01953112,0,Low
CUST110219,57.0,Female,Delhi,26.0,Month-to-Month,Basic,548.31,12558.41,Auto Debit,Fiber,4.0,3.0,2.0,30.1,10.0,0.050756194,0,Low
CUST135562,30.0,Female,Ahmedabad,36.0,Month-to-Month,Basic,466.25,14344.39,Credit Card,Fiber,3.0,1.0,0.0,37.8,38.0,0.025958559,0,Low
CUST147180,41.0,Female,Jaipur,22.0,Two Year,Standard,823.17,19848.82,Net Banking,Cable,16.0,3.0,0.0,51.6,71.0,0.66198915,1,High
CUST103334,67.0,Female,Jaipur,61.0,Two Year,Basic,443.16,24424.98,UPI,Mobile Data,11.0,2.0,2.0,35.8,54.0,0.02554685,0,Low
CUST101993,34.0,Male,Kochi,44.0,Two Year,,498.66,20105.43,Debit Card,DSL,9.0,3.0,1.0,71.9,85.0,0.029632034,0,Low
CUST143126,24.0,Female,Jaipur,39.0,One Year,Standard,712.31,26878.95,Credit Card,Cable,2.0,3.0,0.0,42.3,54.0,0.35568365,0,Medium
CUST140003,30.0,Female,Ahmedabad,71.0,Month-to-Month,Basic,498.94,35930.71,UPI,Mobile Data,9.0,2.0,0.0,70.7,51.0,0.01736257,0,Low
CUST122274,67.0,,Bengaluru,67.0,Month-to-Month,Basic,472.01,35661.35,Net Banking,Cable,12.0,3.0,0.0,34.2,47.0,0.033340257,0,Low
CUST106966,66.0,Female,Kolkata,41.0,One Year,Basic,531.67,20922.91,Net Banking,Fiber,18.0,2.0,1.0,26.6,3.0,0.014610149,0,Low
CUST103647,55.0,Female,Bengaluru,7.0,Month-to-Month,Standard,821.65,,UPI,Cable,13.0,2.0,0.0,54.4,36.0,0.64962894,1,High
CUST112676,37.0,Female,Jaipur,26.0,Two Year,Basic,331.16,7459.9,Credit Card,Cable,5.0,2.0,1.0,37.4,57.0,0.027481858,0,Low
CUST110591,75.0,Female,Chennai,68.0,Month-to-Month,Basic,479.34,34024.83,UPI,Mobile Data,9.0,1.0,0.0,26.6,60.0,0.025747439,0,Low
CUST113798,52.0,Male,Bengaluru,63.0,One Year,Premium,1124.25,60294.42,Debit Card,Fiber,4.0,4.0,0.0,47.9,58.0,0.97542655,1,Critical
CUST135138,25.0,Male,Kolkata,66.0,Two Year,Premium,1091.33,75263.82,Credit Card,Fiber,9.0,4.0,1.0,22.1,72.0,0.9596791,1,Critical
CUST117771,63.0,Female,Hyderabad,36.0,Month-to-Month,Basic,360.81,14646.61,Debit Card,DSL,13.0,2.0,1.0,33.8,60.0,0.025424136,0,Low
CUST139749,18.0,Female,Bengaluru,66.0,Month-to-Month,Standard,621.69,46420.07,Debit Card,Cable,13.0,4.0,0.0,52.3,49.0,0.0425556,0,Low
CUST112643,31.0,Male,Delhi,66.0,Month-to-Month,Standard,709.35,41147.13,Cash,Mobile Data,13.0,2.0,2.0,48.8,36.0,0.15054515,0,Low
CUST136050,67.0,Female,Kolkata,46.0,Two Year,Standard,726.53,30709.95,Debit Card,DSL,16.0,0.0,2.0,10.7,17.0,0.08858395,0,Low
CUST129583,25.0,Female,Chennai,7.0,Month-to-Month,Standard,789.7,4786.31,UPI,,15.0,3.0,1.0,44.8,12.0,0.51318014,1,Medium
CUST105361,55.0,Female,Kochi,43.0,Month-to-Month,Standard,650.61,,Credit Card,Cable,10.0,2.0,0.0,24.4,62.0,0.056446068,0,Low
CUST111614,58.0,Female,Delhi,63.0,Month-to-Month,Premium,1248.85,75309.96,Auto Debit,Mobile Data,,2.0,1.0,32.8,68.0,0.9628171,1,Critical
CUST118388,32.0,Female,Pune,71.0,One Year,Standard,941.17,57159.01,Auto Debit,Fiber,11.0,3.0,3.0,60.0,75.0,0.9622879,1,Critical
CUST113087,59.0,Female,Hyderabad,64.0,Month-to-Month,Premium,1137.73,73307.92,Debit Card,DSL,,2.0,1.0,54.8,64.0,0.9651831,1,Critical
CUST134363,41.0,Female,Delhi,19.0,One Year,Basic,476.23,10271.66,Credit Card,DSL,15.0,4.0,0.0,59.5,40.0,0.030721992,0,Low
CUST102733,72.0,Male,Jaipur,44.0,Month-to-Month,Basic,733.06,31210.04,Credit Card,Fiber,20.0,0.0,1.0,45.0,22.0,0.054032635,0,Low
CUST126489,60.0,Female,Jaipur,69.0,Two Year,Basic,420.79,32214.79,UPI,DSL,6.0,1.0,2.0,52.2,60.0,0.039425507,0,Low
CUST142366,62.0,Male,Kochi,13.0,One Year,Standard,806.7,11926.45,UPI,Fiber,10.0,2.0,1.0,5.0,40.0,0.65187824,1,High
CUST142540,34.0,Female,Kochi,22.0,Month-to-Month,Standard,794.46,15166.49,UPI,Fiber,15.0,4.0,1.0,32.6,5.0,0.51801234,1,Medium
CUST103530,24.0,Female,Kolkata,39.0,Month-to-Month,Standard,717.65,30406.08,UPI,Mobile Data,13.0,2.0,0.0,29.8,66.0,0.21761858,0,Low
CUST130802,34.0,Male,Chennai,47.0,Month-to-Month,Basic,443.24,19257.53,Debit Card,Fiber,10.0,5.0,3.0,45.4,34.0,0.022650175,0,Low
CUST113394,37.0,Female,Delhi,29.0,Two Year,Standard,800.04,24274.91,Net Banking,,11.0,1.0,1.0,31.5,15.0,0.5338614,1,Medium
CUST123593,37.0,Female,Chennai,34.0,,Basic,494.76,18549.49,Credit Card,Fiber,15.0,1.0,0.0,35.4,63.0,0.016563552,0,Low
CUST112251,32.0,Other,Kochi,10.0,Two Year,Standard,766.5,6721.22,Auto Debit,DSL,14.0,2.0,0.0,51.0,29.0,0.36803588,0,Medium
CUST140193,27.0,Male,Bengaluru,53.0,Month-to-Month,Premium,1205.69,60169.18,Debit Card,Cable,11.0,2.0,1.0,48.3,32.0,0.9665173,1,Critical
CUST109217,59.0,Male,Chennai,54.0,Month-to-Month,Standard,745.38,39298.95,UPI,Cable,15.0,2.0,0.0,23.3,76.0,0.24144532,0,Low
CUST147327,62.0,Male,Kochi,65.0,Month-to-Month,Premium,1240.55,82240.13,Credit Card,Mobile Data,14.0,2.0,0.0,17.6,56.0,0.9583651,1,Critical
CUST137205,31.0,Male,Mumbai,8.0,Two Year,Premium,1031.47,7695.19,Credit Card,,18.0,1.0,1.0,38.8,42.0,0.95715415,1,Critical
CUST104785,66.0,Male,Pune,7.0,Month-to-Month,Basic,641.84,4377.15,UPI,DSL,11.0,4.0,0.0,28.7,29.0,0.12707041,0,Low
CUST100514,65.0,Female,Mumbai,69.0,Month-to-Month,Basic,558.08,42832.19,Credit Card,Cable,14.0,2.0,2.0,66.2,47.0,0.018570876,0,Low
CUST128285,72.0,Female,Ahmedabad,41.0,Two Year,Standard,810.47,33596.32,Debit Card,Mobile Data,20.0,0.0,0.0,41.0,11.0,0.075276434,0,Low
CUST115111,68.0,Male,Ahmedabad,37.0,Two Year,Premium,1078.99,41495.25,,Fiber,24.0,3.0,1.0,62.0,38.0,0.95953995,1,Critical
