Customer_ID,Age,Gender,Location,Tenure,Contract_Type,Subscription_Plan,Monthly_Charges,Total_Charges,Payment_Method,Internet_Service,Login_Frequency,Support_Tickets,Complaints,Avg_Session_Duration,Last_Login,Churn
CUST128415,26.0,female,Pune,52.0,Month-to-Month,Premium,1223.39,70986.9,Auto Debit,,8.0,3.0,0.0,73.9,2026-09-11,1
CUST139845,65.0,female,Mumbai,56.0,Two Year,Premium,1324.91,81372.11,Debit Card,Fiber,,4.0,1.0,17.8,2026-06-28,1
CUST108528,65.0,male,Jaipur,64.0,Month-to-Month,Standard,817.74,47672.1,UPI,Fiber,18.0,6.0,0.0,35.1,2026-08-19,0
CUST100238,43.0,female,Chennai,46.0,Two Year,Premium,1233.2,48228.49,Debit Card,Cable,,4.0,0.0,28.7,2026-06-23,1
CUST133591,70.0,male,Kochi,13.0,Month-to-Month,Standard,891.83,9920.95,UPI,DSL,6.0,2.0,0.0,57.6,,0
CUST134703,55.0,female,Ahmedabad,42.0,Month-to-Month,Standard,904.94,43061.6,Cash,,10.0,1.0,1.0,34.4,2026-07-11,1
CUST143440,47.0,male,Mumbai,43.0,One Year,Basic,441.8,17931.07,UPI,Fiber,7.0,5.0,,53.6,2026-07-24,0
CUST146397,56.0,female,Mumbai,60.0,Month-to-Month,Standard,882.09,60776.89,Auto Debit,Fiber,0.0,4.0,1.0,62.1,2026-08-03,1
CUST116594,57.0,female,Kolkata,41.0,Month-to-Month,Basic,584.18,22398.86,UPI,Fiber,12.0,3.0,0.0,42.6,2026-08-30,0
CUST147256,22.0,male,Bengaluru,5.0,,Standard,961.27,4533.36,UPI,Fiber,7.0,4.0,0.0,62.3,2026-08-20,1
CUST134234,42.0,female,Bengaluru,56.0,Month-to-Month,Basic,769.08,37002.01,Debit Card,DSL,9.0,3.0,2.0,36.0,2026-07-11,1
CUST132437,52.0,male,Mumbai,56.0,Month-to-Month,Basic,460.21,23556.81,Debit Card,Cable,15.0,4.0,0.0,25.3,2026-06-20,0
CUST142522,47.0,male,Hyderabad,36.0,Two Year,Premium,1056.64,37831.81,Credit Card,Fiber,11.0,2.0,1.0,57.9,2026-07-24,1
CUST142417,46.0,female,Jaipur,62.0,Month-to-Month,Basic,383.97,20332.4,Debit Card,DSL,12.0,0.0,0.0,40.4,2026-07-12,0
CUST114594,57.0,female,Kolkata,52.0,Two Year,Basic,451.52,25655.83,UPI,DSL,19.0,0.0,1.0,73.5,2026-08-11,0
CUST112753,39.0,female,Hyderabad,22.0,Month-to-Month,Standard,750.07,16374.7,Credit Card,Fiber,3.0,7.0,1.0,46.6,2026-08-21,1
CUST141109,72.0,male,Chennai,21.0,,Standard,816.06,15028.84,Cash,Fiber,25.0,4.0,1.0,50.7,2026-09-12,1
CUST102113,71.0,female,Delhi,65.0,One Year,Basic,586.97,32768.73,UPI,DSL,16.0,2.0,2.0,15.0,2026-08-19,0
CUST116081,50.0,female,Delhi,61.0,Two Year,Basic,622.73,32887.75,Auto Debit,Fiber,14.0,2.0,0.0,49.5,2026-08-14,0
CUST128492,53.0,female,,7.0,Month-to-Month,Basic,531.69,3492.73,UPI,Mobile Data,9.0,0.0,0.0,41.7,2026-09-06,0
CUST120036,63.0,male,Bengaluru,46.0,Month-to-Month,Basic,437.36,20497.98,UPI,,18.0,4.0,0.0,36.5,2026-06-14,0
CUST104391,28.0,female,Hyderabad,19.0,Month-to-Month,Basic,602.5,11334.12,Net Banking,Fiber,14.0,0.0,1.0,57.9,2026-07-30,0
CUST143148,33.0,male,Jaipur,50.0,Month-to-Month,Basic,515.88,24634.87,Debit Card,Fiber,20.0,2.0,2.0,37.5,2026-07-17,0
CUST145545,74.0,male,Jaipur,64.0,Two Year,Standard,688.91,43791.64,Cash,Mobile Data,19.0,2.0,2.0,45.0,2026-09-06,0
CUST127597,54.0,male,Hyderabad,35.0,One Year,Standard,737.65,29247.98,Credit Card,Fiber,24.0,3.0,3.0,32.4,2026-09-04,0
CUST114888,26.0,male,Jaipur,1.0,Month-to-Month,Standard,700.19,601.63,Cash,Mobile Data,17.0,2.0,0.0,61.6,2026-06-18,0
CUST103480,63.0,male,Jaipur,11.0,Month-to-Month,Basic,586.03,5801.31,Credit Card,Cable,19.0,2.0,1.0,33.2,2026-07-25,1
CUST118540,68.0,male,Pune,53.0,Two Year,Basic,601.37,32503.97,Net Banking,DSL,13.0,4.0,2.0,54.7,2026-08-19,0
CUST107459,23.0,male,Chennai,2.0,Month-to-Month,Standard,884.98,1609.76,UPI,Cable,11.0,2.0,1.0,43.0,2026-07-12,1
CUST142414,30.0,female,,4.0,,Basic,520.6,2100.92,Cash,Mobile Data,16.0,1.0,0.0,57.4,2026-07-17,0
CUST132227,41.0,female,Kolkata,50.0,Month-to-Month,Basic,537.88,28555.23,Debit Card,Mobile Data,10.0,1.0,1.0,37.0,2026-07-04,0
CUST114228,48.0,female,Mumbai,68.0,Month-to-Month,Premium,1214.03,75064.53,Cash,Cable,9.0,4.0,0.0,75.1,2026-06-24,1
CUST110439,22.0,male,Mumbai,31.0,Two Year,Premium,1147.73,39059.24,Credit Card,DSL,13.0,1.0,0.0,29.6,2026-08-01,1
CUST142181,57.0,female,Hyderabad,37.0,One Year,Standard,771.98,29474.64,UPI,Fiber,13.0,3.0,2.0,33.8,2026-08-08,0
CUST145933,50.0,male,Pune,38.0,Month-to-Month,Basic,581.54,19061.03,Auto Debit,DSL,15.0,2.0,0.0,59.8,2026-07-06,0
CUST120000,45.0,male,Pune,2.0,One Year,Basic,497.15,1104.11,UPI,DSL,21.0,1.0,2.0,44.9,2026-09-10,0
CUST102004,44.0,female,Kolkata,43.0,One Year,Standard,831.3,38374.5,Auto Debit,Mobile Data,21.0,1.0,1.0,25.6,2026-08-07,0
CUST145384,57.0,female,Jaipur,54.0,Month-to-Month,Standard,587.99,31504.44,Credit Card,Mobile Data,18.0,3.0,1.0,49.6,2026-06-24,0
CUST127432,26.0,male,Bengaluru,10.0,Month-to-Month,Premium,1357.32,12847.71,Auto Debit,DSL,7.0,2.0,3.0,64.1,2026-07-23,1
CUST141304,39.0,female,,,Month-to-Month,Basic,591.37,14636.83,Net Banking,Mobile Data,16.0,2.0,0.0,51.8,2026-08-02,0
CUST110243,50.0,male,Jaipur,28.0,Month-to-Month,Standard,824.21,24386.2,Auto Debit,Cable,11.0,2.0,1.0,50.8,2026-08-14,0
CUST112073,44.0,female,Jaipur,16.0,One Year,Basic,466.76,6718.32,UPI,,13.0,2.0,0.0,40.5,2026-08-21,0
CUST113214,68.0,male,Ahmedabad,63.0,One Year,Premium,1073.19,66938.71,UPI,Fiber,16.0,4.0,1.0,46.5,2026-06-17,1
CUST109137,54.0,male,Kolkata,33.0,One Year,Standard,842.28,25467.52,Debit Card,Mobile Data,4.0,5.0,1.0,55.1,2026-08-14,1
CUST132074,31.0,male,Pune,31.0,Month-to-Month,Basic,511.69,14833.68,Net Banking,DSL,13.0,4.0,2.0,67.0,2026-09-03,0
CUST108066,47.0,male,Mumbai,68.0,Month-to-Month,Standard,808.68,46845.55,Cash,Cable,15.0,4.0,0.0,44.4,2026-07-20,0
CUST146043,25.0,male,Kolkata,28.0,Month-to-Month,Premium,1247.06,32257.17,,DSL,21.0,2.0,0.0,54.7,2026-08-08,0
CUST112265,36.0,male,Kochi,57.0,Month-to-Month,Basic,656.95,37689.35,UPI,Fiber,13.0,1.0,1.0,59.2,2026-06-14,0
CUST140309,63.0,other,Jaipur,39.0,Month-to-Month,Premium,1193.02,51158.29,Net Banking,Fiber,11.0,2.0,,44.2,2026-08-01,1
CUST138729,30.0,male,Hyderabad,66.0,Two Year,Basic,479.35,31693.99,Credit Card,DSL,4.0,5.0,0.0,30.9,2026-06-23,0
CUST139729,50.0,female,Hyderabad,47.0,Month-to-Month,Basic,547.74,27694.22,Debit Card,Fiber,10.0,3.0,0.0,45.6,2026-08-15,0
CUST101157,24.0,male,Chennai,7.0,Month-to-Month,Basic,545.86,4336.47,UPI,Fiber,6.0,1.0,2.0,60.2,2026-07-10,0
CUST137536,69.0,female,Chennai,,Month-to-Month,Standard,875.81,7273.81,Auto Debit,DSL,8.0,5.0,0.0,25.3,2026-07-31,1
CUST109896,63.0,female,Bengaluru,8.0,One Year,Basic,478.5,3380.14,Debit Card,DSL,18.0,2.0,1.0,39.3,2026-06-19,0
CUST133236,69.0,male,Delhi,29.0,Month-to-Month,Premium,1347.22,41885.22,Net Banking,Fiber,13.0,1.0,1.0,79.9,2026-08-06,1
CUST106193,33.0,female,Mumbai,72.0,One Year,Basic,378.6,27997.97,UPI,DSL,13.0,3.0,2.0,77.0,2026-06-29,0
CUST141127,19.0,female,Chennai,19.0,Month-to-Month,Standard,760.63,12975.76,Credit Card,DSL,15.0,4.0,0.0,48.0,2026-08-05,0
CUST102249,27.0,male,Kochi,11.0,One Year,Standard,753.79,8289.81,Credit Card,Fiber,8.0,2.0,0.0,71.1,2026-09-10,0
CUST108741,20.0,male,Kochi,37.0,One Year,Standard,957.97,39023.51,UPI,Mobile Data,10.0,3.0,2.0,22.7,2026-08-18,1
CUST129588,66.0,male,Bengaluru,12.0,One Year,Standard,801.61,10576.35,Credit Card,Fiber,10.0,1.0,0.0,40.8,2026-06-25,1
CUST105563,63.0,female,Kolkata,43.0,One Year,Premium,1247.24,55347.67,Net Banking,Mobile Data,17.0,2.0,0.0,38.7,2026-09-03,1
CUST121259,53.0,male,Mumbai,34.0,Month-to-Month,Standard,863.71,29820.15,Debit Card,Fiber,13.0,1.0,0.0,52.7,2026-06-15,1
CUST142328,23.0,male,Delhi,14.0,Two Year,Standard,975.59,14193.35,Net Banking,,17.0,4.0,0.0,21.4,2026-09-06,1
CUST122594,60.0,male,Jaipur,1.0,Month-to-Month,Standard,734.22,735.9,Auto Debit,Cable,6.0,2.0,1.0,19.5,2026-07-06,1
CUST115853,34.0,male,Kochi,56.0,Month-to-Month,Standard,923.45,48673.87,UPI,Fiber,13.0,2.0,1.0,18.6,2026-06-16,1
CUST116416,37.0,female,Pune,14.0,Two Year,Standard,908.81,11397.65,Credit Card,Fiber,17.0,5.0,0.0,56.5,2026-06-23,1
CUST147201,21.0,male,Jaipur,14.0,One Year,Standard,850.62,13210.12,Debit Card,Mobile Data,14.0,0.0,0.0,26.0,2026-08-24,0
CUST122430,27.0,male,Delhi,38.0,Month-to-Month,Standard,815.97,27757.57,Credit Card,Fiber,,3.0,1.0,31.0,2026-08-12,0
CUST126278,35.0,male,Pune,72.0,One Year,Standard,871.47,55851.35,Net Banking,Fiber,11.0,2.0,1.0,42.8,2026-06-16,1
CUST111877,54.0,male,Pune,33.0,Month-to-Month,Standard,778.81,29200.59,Debit Card,Fiber,19.0,3.0,1.0,39.0,2026-08-19,1
CUST109884,21.0,female,Hyderabad,41.0,Month-to-Month,Basic,539.35,25000.87,Debit Card,,14.0,2.0,1.0,31.8,2026-07-25,0
CUST118539,35.0,female,Bengaluru,46.0,Month-to-Month,Basic,617.5,31695.16,Auto Debit,DSL,15.0,1.0,0.0,46.2,2026-08-11,0
CUST108288,40.0,female,Pune,15.0,Two Year,Premium,1039.35,15620.62,Auto Debit,Cable,5.0,2.0,0.0,46.0,2026-06-30,1
CUST129605,55.0,female,Delhi,70.0,Month-to-Month,Basic,508.28,34308.65,Debit Card,Fiber,20.0,2.0,1.0,34.8,2026-08-11,0
CUST117342,21.0,female,Ahmedabad,37.0,Month-to-Month,Basic,500.11,17681.47,Auto Debit,Fiber,20.0,,1.0,41.4,2026-07-25,0
CUST121152,57.0,female,Ahmedabad,11.0,One Year,Premium,1214.51,12873.5,UPI,Fiber,17.0,4.0,0.0,41.4,2026-08-09,1
CUST107671,22.0,female,Ahmedabad,16.0,Month-to-Month,Standard,679.73,11770.37,Credit Card,Cable,15.0,3.0,0.0,53.8,2026-08-21,0
CUST122453,24.0,female,Kolkata,68.0,Month-to-Month,Standard,746.87,47240.55,UPI,DSL,16.0,2.0,1.0,43.2,,0
CUST104732,57.0,male,Ahmedabad,71.0,One Year,Premium,1163.14,76863.57,Auto Debit,DSL,12.0,1.0,0.0,38.2,2026-08-06,1
CUST100995,48.0,male,Mumbai,31.0,One Year,Standard,701.66,19043.83,Net Banking,Fiber,8.0,3.0,0.0,68.0,2026-07-26,0
CUST144401,53.0,male,Bengaluru,52.0,Month-to-Month,Standard,796.74,39133.95,Credit Card,Fiber,17.0,6.0,1.0,46.4,2026-07-12,1
CUST135292,28.0,male,Chennai,39.0,One Year,Standard,780.93,28267.89,UPI,DSL,13.0,0.0,0.0,43.1,2026-08-26,0
CUST145294,62.0,male,Pune,69.0,Month-to-Month,Standard,742.13,44260.8,Credit Card,Mobile Data,1.0,2.0,1.0,34.6,2026-06-27,0
CUST104601,75.0,male,Jaipur,60.0,Month-to-Month,Premium,1330.02,91585.12,Debit Card,Fiber,0.0,2.0,0.0,55.8,2026-07-07,1
CUST117455,57.0,female,Pune,28.0,Month-to-Month,Basic,443.46,12874.79,Credit Card,DSL,13.0,2.0,0.0,62.8,2026-08-22,0
CUST145383,69.0,female,Kolkata,58.0,Two Year,Basic,472.69,25335.55,UPI,DSL,13.0,1.0,0.0,26.3,2026-06-24,0
CUST103818,64.0,male,Hyderabad,28.0,Month-to-Month,Basic,459.0,12016.13,Credit Card,DSL,13.0,1.0,1.0,47.0,2026-08-27,0
CUST137569,66.0,male,Kolkata,31.0,Month-to-Month,Standard,860.8,26027.83,,,16.0,1.0,0.0,83.3,2026-07-14,1
CUST144082,40.0,male,Hyderabad,19.0,Month-to-Month,Premium,1043.43,20205.71,Debit Card,DSL,19.0,2.0,0.0,15.5,2026-07-26,1
CUST122128,34.0,other,Ahmedabad,23.0,Month-to-Month,Standard,721.87,15598.38,Credit Card,Mobile Data,24.0,3.0,1.0,21.8,2026-06-27,0
CUST116817,68.0,male,Mumbai,4.0,One Year,Standard,835.83,3335.07,Auto Debit,Mobile Data,13.0,3.0,0.0,56.4,2026-09-02,1
CUST107659,54.0,male,Hyderabad,54.0,One Year,Basic,496.97,25840.97,Net Banking,,8.0,1.0,0.0,42.3,2026-08-10,0
CUST131433,26.0,female,Jaipur,15.0,Month-to-Month,Basic,486.02,7623.63,Credit Card,Fiber,19.0,4.0,1.0,65.8,2026-08-29,0
CUST141551,22.0,male,Hyderabad,66.0,Month-to-Month,Basic,388.41,26190.5,UPI,Mobile Data,14.0,1.0,0.0,54.7,2026-07-27,0
CUST124403,33.0,male,Mumbai,67.0,Month-to-Month,Premium,1139.54,65755.28,Credit Card,,19.0,0.0,1.0,34.6,2026-07-15,1
CUST126170,46.0,male,Delhi,36.0,Month-to-Month,Premium,1184.77,39758.79,UPI,Fiber,16.0,3.0,0.0,52.4,2026-08-13,1
CUST123675,69.0,male,Ahmedabad,45.0,Two Year,Basic,637.21,27480.73,Net Banking,Fiber,10.0,1.0,0.0,38.4,2026-06-20,0
CUST111093,21.0,male,Kochi,57.0,Month-to-Month,Standard,805.18,46639.1,,,13.0,2.0,1.0,51.1,2026-06-21,0
CUST141982,30.0,male,Kolkata,45.0,One Year,Basic,325.45,13464.47,Net Banking,Mobile Data,4.0,1.0,0.0,29.8,2026-08-28,0
CUST126380,61.0,female,Chennai,12.0,Month-to-Month,Basic,534.12,6271.49,Auto Debit,DSL,11.0,0.0,0.0,27.0,2026-08-04,0
CUST131026,75.0,male,Jaipur,55.0,Month-to-Month,Premium,1187.83,59509.01,Credit Card,Fiber,13.0,2.0,0.0,13.2,2026-08-23,1
CUST138585,42.0,female,Mumbai,14.0,Two Year,Basic,396.54,5033.84,UPI,DSL,6.0,,0.0,51.5,2026-09-02,0
CUST126872,46.0,female,Hyderabad,15.0,Month-to-Month,Basic,502.16,8006.77,Credit Card,Fiber,14.0,2.0,0.0,55.3,2026-09-10,0
CUST131059,44.0,male,Jaipur,26.0,Month-to-Month,Basic,580.53,15449.85,UPI,Mobile Data,6.0,2.0,1.0,39.4,2026-07-09,0
CUST131928,74.0,male,Jaipur,17.0,Month-to-Month,Standard,697.66,11991.71,Debit Card,Cable,9.0,1.0,1.0,33.8,2026-08-03,0
CUST129871,48.0,female,Hyderabad,42.0,Month-to-Month,Premium,1066.13,38152.05,Credit Card,Mobile Data,6.0,1.0,2.0,75.8,2026-08-29,1
CUST129767,24.0,female,Pune,65.0,One Year,Premium,1229.37,85289.96,Auto Debit,Cable,13.0,3.0,0.0,21.5,2026-08-18,1
CUST122546,73.0,female,Jaipur,5.0,One Year,Basic,584.76,2750.71,Credit Card,Fiber,,2.0,1.0,37.1,2026-07-17,0
CUST130031,73.0,female,Kolkata,46.0,Month-to-Month,Basic,581.9,29245.1,UPI,Fiber,7.0,2.0,0.0,34.0,2026-08-01,0
CUST114992,61.0,male,Pune,21.0,Month-to-Month,Premium,1220.15,22299.53,UPI,Fiber,19.0,1.0,1.0,36.3,2026-08-22,1
CUST117380,65.0,male,Kochi,67.0,One Year,Standard,725.74,44980.42,Debit Card,Cable,13.0,1.0,0.0,38.2,2026-07-04,0
CUST119773,31.0,female,Delhi,15.0,Month-to-Month,Basic,537.3,8611.59,UPI,Fiber,11.0,4.0,1.0,35.1,2026-08-12,0
CUST103311,47.0,female,Kochi,59.0,Month-to-Month,Standard,893.84,50932.29,Credit Card,Fiber,8.0,2.0,0.0,33.3,2026-06-18,1
CUST147416,27.0,male,Mumbai,49.0,Two Year,Basic,424.97,22065.54,UPI,DSL,14.0,0.0,0.0,55.2,2026-08-20,0
CUST143217,45.0,male,Bengaluru,3.0,Two Year,Basic,437.86,1499.09,Auto Debit,DSL,13.0,0.0,1.0,50.8,2026-07-19,0
CUST122962,54.0,female,Bengaluru,36.0,Two Year,Premium,1150.12,36430.5,Cash,DSL,7.0,0.0,0.0,10.2,2026-08-23,1
CUST146890,25.0,female,Kolkata,42.0,Month-to-Month,Standard,848.97,30540.93,Credit Card,DSL,5.0,1.0,1.0,35.7,2026-08-22,1
CUST121514,66.0,female,Chennai,53.0,Month-to-Month,Standard,728.82,38359.73,UPI,Mobile Data,18.0,2.0,0.0,47.9,2026-07-24,0
CUST112376,33.0,female,Kochi,37.0,One Year,Standard,698.87,22617.31,Cash,Fiber,15.0,2.0,0.0,51.7,2026-08-23,0
CUST123268,26.0,female,Ahmedabad,8.0,Month-to-Month,Basic,498.81,4013.99,Credit Card,Cable,14.0,0.0,0.0,33.1,2026-06-15,0
CUST108161,27.0,female,Hyderabad,40.0,Month-to-Month,Standard,787.67,30134.84,UPI,Cable,17.0,4.0,0.0,39.9,2026-07-07,1
CUST126552,72.0,female,Chennai,60.0,Month-to-Month,Premium,1398.88,72585.92,UPI,Fiber,5.0,3.0,0.0,63.0,2026-09-08,1
CUST144940,49.0,female,Delhi,56.0,Two Year,Standard,795.23,46807.43,,Fiber,12.0,1.0,0.0,41.6,2026-07-10,0
CUST120475,22.0,male,Delhi,50.0,Month-to-Month,Premium,1139.6,59841.23,Auto Debit,DSL,11.0,3.0,0.0,47.2,2026-09-08,1
CUST128976,65.0,female,Kolkata,58.0,Month-to-Month,Standard,871.76,52068.56,Net Banking,Fiber,9.0,3.0,0.0,48.0,2026-07-19,1
CUST111831,50.0,female,Chennai,1.0,Two Year,Premium,1156.86,1195.79,Debit Card,Fiber,14.0,4.0,0.0,52.5,2026-08-23,1
CUST114740,71.0,female,Jaipur,13.0,Month-to-Month,Premium,1057.88,15106.7,Auto Debit,,9.0,3.0,1.0,56.9,2026-07-16,1
CUST105710,61.0,female,Mumbai,27.0,Two Year,Basic,,12439.14,Net Banking,Fiber,10.0,1.0,1.0,43.5,2026-07-01,0
CUST147919,66.0,female,Jaipur,4.0,Month-to-Month,Standard,,3706.15,UPI,Mobile Data,13.0,3.0,2.0,12.7,2026-09-10,1
CUST101242,63.0,female,Hyderabad,13.0,One Year,Basic,431.94,5523.52,Cash,Cable,9.0,1.0,2.0,61.1,2026-07-28,0
CUST136568,40.0,female,,48.0,One Year,Basic,529.36,25153.2,Credit Card,DSL,16.0,1.0,0.0,28.1,2026-08-08,0
CUST124692,42.0,male,Bengaluru,63.0,Month-to-Month,Standard,885.53,55376.59,UPI,Fiber,0.0,1.0,3.0,61.7,2026-07-18,1
CUST137570,35.0,female,Chennai,42.0,Month-to-Month,Premium,1240.86,57491.26,Auto Debit,DSL,19.0,4.0,1.0,55.7,2026-08-17,1
CUST131806,66.0,male,Hyderabad,39.0,One Year,Premium,1170.78,45796.72,Auto Debit,Fiber,13.0,0.0,3.0,36.3,2026-07-13,1
CUST146727,30.0,male,Mumbai,30.0,Month-to-Month,Basic,559.81,15753.06,UPI,DSL,18.0,1.0,0.0,29.3,2026-06-22,0
CUST123374,29.0,male,Kolkata,14.0,Two Year,Basic,618.37,9559.23,Debit Card,Cable,19.0,1.0,0.0,40.5,2026-09-07,0
CUST102566,43.0,male,Chennai,37.0,One Year,Standard,777.19,28575.77,Auto Debit,DSL,11.0,0.0,3.0,46.3,2026-09-02,0
CUST118883,28.0,female,Hyderabad,33.0,One Year,Standard,902.96,28848.74,Cash,DSL,12.0,0.0,0.0,20.9,2026-06-21,1
CUST134640,74.0,other,Mumbai,36.0,Two Year,Premium,1219.31,44485.98,UPI,Fiber,23.0,2.0,0.0,40.3,2026-06-14,1
CUST135656,43.0,male,Hyderabad,65.0,Month-to-Month,Basic,455.65,30287.37,Debit Card,Mobile Data,9.0,5.0,2.0,55.0,2026-06-20,0
CUST112921,71.0,male,Ahmedabad,14.0,Two Year,Standard,685.67,9382.59,UPI,DSL,6.0,3.0,0.0,48.5,2026-07-09,0
CUST105503,20.0,female,Delhi,22.0,One Year,Basic,504.68,10808.55,UPI,Fiber,6.0,0.0,1.0,74.8,2026-07-23,0
CUST108183,61.0,female,Kolkata,2.0,One Year,Standard,955.38,1894.05,Auto Debit,Fiber,9.0,3.0,0.0,28.6,2026-06-23,1
CUST105996,30.0,female,Mumbai,57.0,Month-to-Month,Basic,425.94,20814.01,UPI,Cable,11.0,4.0,0.0,49.8,2026-07-26,0
CUST147779,53.0,female,Delhi,12.0,Two Year,Premium,1333.19,15705.39,Credit Card,Fiber,,1.0,1.0,46.2,2026-08-27,1
CUST126098,74.0,female,Mumbai,24.0,One Year,Basic,430.44,9865.78,UPI,Cable,15.0,2.0,0.0,42.1,2026-07-18,0
CUST129531,70.0,female,Mumbai,32.0,Two Year,Standard,712.37,24802.58,Debit Card,Cable,0.0,2.0,0.0,32.0,2026-08-29,1
CUST127642,75.0,male,Delhi,9.0,Month-to-Month,Basic,445.16,4514.81,UPI,Cable,6.0,1.0,0.0,42.4,2026-07-19,0
CUST109183,68.0,male,Mumbai,38.0,Two Year,Premium,1409.64,45662.97,Auto Debit,Cable,15.0,1.0,0.0,51.9,2026-09-05,1
CUST134135,34.0,male,Hyderabad,70.0,Month-to-Month,Standard,776.26,47866.16,UPI,Cable,8.0,1.0,0.0,78.6,2026-07-11,0
CUST132490,33.0,male,Delhi,53.0,Two Year,Basic,496.56,27683.75,Debit Card,Fiber,18.0,4.0,0.0,26.9,2026-08-03,0
CUST133105,34.0,female,Mumbai,54.0,Two Year,Premium,1302.89,71986.99,Auto Debit,Fiber,13.0,2.0,0.0,49.6,2026-07-02,1
CUST112945,62.0,female,Mumbai,70.0,,Basic,416.78,30841.18,Net Banking,DSL,14.0,2.0,,60.6,2026-08-28,0
CUST147890,50.0,female,Mumbai,40.0,One Year,Premium,1339.9,54619.39,Debit Card,DSL,8.0,4.0,1.0,50.5,2026-06-20,1
CUST109438,47.0,male,Chennai,20.0,Month-to-Month,Basic,444.13,9996.3,UPI,DSL,20.0,2.0,1.0,66.0,2026-08-31,0
CUST140166,57.0,male,Bengaluru,55.0,One Year,Basic,435.61,25292.51,Credit Card,Fiber,11.0,2.0,0.0,41.7,2026-08-17,0
CUST145784,24.0,male,Kolkata,7.0,One Year,Standard,752.63,4532.02,Debit Card,Cable,6.0,1.0,0.0,45.0,2026-06-20,0
CUST101693,56.0,male,Chennai,33.0,Month-to-Month,Standard,990.13,30775.75,Auto Debit,Fiber,6.0,4.0,0.0,37.6,2026-08-25,1
CUST136404,35.0,other,Bengaluru,27.0,One Year,Basic,483.45,12578.67,Net Banking,Fiber,20.0,3.0,0.0,25.3,2026-08-17,0
CUST101710,30.0,female,Delhi,25.0,One Year,Basic,544.28,13850.7,Credit Card,Cable,16.0,4.0,1.0,47.2,2026-07-31,0
CUST114452,24.0,male,Mumbai,11.0,One Year,Basic,543.08,6814.95,Credit Card,,13.0,3.0,1.0,44.7,2026-08-22,0
CUST103709,46.0,male,Ahmedabad,26.0,One Year,Standard,999.33,24812.68,Auto Debit,DSL,5.0,1.0,1.0,44.5,2026-09-09,1
CUST140115,50.0,female,Hyderabad,71.0,Two Year,Basic,600.71,41254.63,Net Banking,Cable,16.0,4.0,0.0,43.1,2026-07-13,0
CUST120248,25.0,male,Hyderabad,68.0,One Year,Standard,886.25,62533.96,Debit Card,Cable,7.0,6.0,1.0,66.8,2026-06-30,1
CUST137233,37.0,male,Chennai,35.0,Month-to-Month,Standard,843.84,31372.78,UPI,,15.0,1.0,2.0,29.0,2026-08-08,0
CUST118266,42.0,female,Kochi,49.0,Month-to-Month,Standard,806.69,45029.85,Debit Card,Cable,9.0,2.0,0.0,34.0,2026-08-24,0
CUST141292,21.0,male,Mumbai,70.0,Month-to-Month,Basic,591.65,35710.92,UPI,Mobile Data,11.0,0.0,1.0,37.4,2026-07-22,0
CUST125188,39.0,female,Kolkata,10.0,Month-to-Month,Basic,506.51,4721.69,UPI,Fiber,14.0,5.0,0.0,38.0,2026-09-02,0
CUST143529,45.0,male,Mumbai,59.0,One Year,Standard,731.38,39021.95,Cash,DSL,7.0,1.0,0.0,43.1,2026-06-17,1
CUST104436,71.0,female,Delhi,9.0,One Year,Basic,520.07,4347.93,Net Banking,,11.0,2.0,0.0,57.4,2026-08-29,0
CUST142552,66.0,female,Kolkata,72.0,Two Year,Standard,781.61,50058.93,Debit Card,Fiber,5.0,1.0,0.0,41.4,2026-09-02,0
CUST143073,33.0,female,Kolkata,54.0,Month-to-Month,Standard,559.96,26985.43,Debit Card,DSL,17.0,1.0,1.0,46.0,2026-08-18,0
CUST105041,38.0,female,Mumbai,30.0,Two Year,Basic,511.35,16086.81,Net Banking,Fiber,11.0,0.0,2.0,44.4,2026-09-10,0
CUST114824,60.0,male,Jaipur,14.0,One Year,Premium,1130.02,14353.84,Credit Card,Fiber,10.0,2.0,0.0,31.6,2026-08-01,1
CUST128640,48.0,female,Kolkata,25.0,Month-to-Month,Basic,351.23,9162.39,Credit Card,Mobile Data,19.0,5.0,0.0,64.0,2026-08-23,0
CUST123006,45.0,male,Kochi,60.0,Month-to-Month,Premium,1316.19,88243.5,UPI,DSL,12.0,1.0,1.0,38.7,2026-07-26,1
CUST143212,64.0,male,Ahmedabad,55.0,Two Year,Standard,754.04,39856.02,UPI,DSL,8.0,0.0,0.0,46.1,2026-07-13,0
CUST136574,44.0,female,Ahmedabad,35.0,Month-to-Month,Standard,797.99,25180.89,Credit Card,Mobile Data,5.0,2.0,2.0,63.0,2026-08-30,1
CUST117993,25.0,female,Ahmedabad,50.0,Month-to-Month,Premium,1338.82,69022.75,Credit Card,DSL,11.0,4.0,2.0,33.2,2026-08-14,1
CUST139367,34.0,male,Hyderabad,70.0,Month-to-Month,Basic,339.37,22936.24,,DSL,15.0,1.0,2.0,48.9,2026-08-07,0
CUST134824,73.0,female,Chennai,26.0,Month-to-Month,Standard,861.7,21670.65,Credit Card,Mobile Data,7.0,1.0,1.0,9.8,2026-06-16,1
CUST139866,23.0,male,Pune,71.0,Month-to-Month,Premium,1130.99,85449.95,Net Banking,Cable,12.0,,0.0,34.2,2026-08-07,1
CUST133611,69.0,female,Mumbai,21.0,Month-to-Month,Standard,784.93,16240.81,Net Banking,,2.0,2.0,1.0,38.7,2026-07-16,0
